ID,DEVICETYPE,PLATFORM_ID,BIDREQUESTIP,USERPLATFORMUID,USERCITY,USERZIPCODE,USERAGENT,PLATFORMTYPE,CHANNELTYPE,URL,KEYWORDS,IS_HCP
123991,1,2.0,6491,13171,2394,55376.0,2111,3,0,2573,121,1.0
123992,0,2.0,4902,7888,1890,10901.0,1225,3,0,545,326,0.0
123993,0,2.0,2086,6991,26,22303.0,1497,3,0,1723,819,0.0
123994,1,2.0,7674,8797,1872,44851.0,596,3,0,1444,706,1.0
123995,0,2.0,8217,15173,97,22202.0,1369,3,0,443,87,0.0
123996,0,2.0,9038,15184,655,11729.0,1520,3,0,1723,819,0.0
123997,1,2.0,11588,5937,22,87122.0,30,3,0,2243,507,0.0
123998,0,2.0,2130,16160,672,50310.0,1500,3,0,380,1133,0.0
123999,1,2.0,1071,3741,991,11542.0,2227,3,0,2565,413,0.0
124000,0,2.0,8749,17921,1536,90060.0,1326,3,0,385,1534,0.0
124001,0,2.0,2033,14741,1536,90025.0,1443,3,0,1421,713,1.0
124002,0,7.0,12291,17527,2214,97212.0,1369,3,0,793,412,0.0
124003,0,2.0,907,458,835,19341.0,1367,3,0,2263,812,0.0
124004,0,7.0,7422,6958,967,75041.0,1369,3,0,955,734,1.0
124005,1,2.0,13154,4951,2222,12601.0,2277,3,0,2606,637,0.0
124006,1,2.0,3395,1515,2245,11435.0,2005,3,0,444,87,0.0
124007,0,2.0,7212,15320,1652,30253.0,1691,3,0,438,290,0.0
124008,0,2.0,14111,17662,916,76137.0,1520,3,0,587,569,0.0
124009,0,5.0,8551,3708,1546,79424.0,1497,3,0,126,936,0.0
124010,0,2.0,5716,3918,2599,63169.0,1639,3,0,1469,729,0.0
124011,0,2.0,1862,15184,1890,10001.0,1508,3,0,1723,819,0.0
124012,0,2.0,8751,4833,1536,90060.0,1326,3,0,1723,819,0.0
124013,0,2.0,4044,17943,882,29501.0,1508,3,0,1450,415,0.0
124014,0,2.0,10403,8298,87,32703.0,1531,3,0,1534,888,1.0
124015,0,2.0,5729,17105,2099,7054.0,1497,3,0,1861,1123,0.0
124016,0,7.0,2376,15076,17,12203.0,1497,3,0,873,1469,0.0
124017,1,2.0,1524,6172,1890,10118.0,385,3,0,1503,772,0.0
124018,0,2.0,2200,5040,104,20147.0,1549,3,0,2056,383,1.0
124019,1,2.0,4186,1907,2024,36801.0,2299,3,0,1467,643,0.0
124020,0,9.0,12261,2316,1667,97504.0,1446,3,0,197,209,1.0
124021,1,7.0,7767,16528,2141,19150.0,2326,3,0,1004,199,0.0
124022,1,2.0,4484,11295,3060,,30,3,0,2565,413,0.0
124023,1,2.0,160,15252,1397,70605.0,2119,3,0,759,89,1.0
124024,0,2.0,8751,4833,1536,90060.0,1326,3,0,1723,819,0.0
124025,1,2.0,1223,11641,107,37015.0,2178,3,0,2605,637,0.0
124026,2,7.0,3867,14800,198,8031.0,1815,3,0,842,1314,0.0
124027,0,2.0,10454,9498,555,43203.0,1508,3,0,526,437,0.0
124028,0,7.0,704,7184,2561,91030.0,1328,3,0,873,1469,0.0
124029,0,5.0,7750,7844,561,77302.0,1515,3,0,112,862,0.0
124030,2,2.0,663,13877,2049,74055.0,1019,3,0,2565,413,0.0
124031,0,2.0,6650,5948,2321,3867.0,1454,3,0,2439,657,1.0
124032,0,2.0,8217,4980,97,22202.0,1369,3,0,443,87,0.0
124033,1,2.0,3138,14987,2141,19104.0,2271,3,0,525,98,0.0
124034,0,2.0,4890,17969,1890,10901.0,1225,3,0,545,326,0.0
124035,0,2.0,5868,2959,2599,63169.0,1639,3,0,2591,1296,0.0
124036,0,2.0,6091,12659,116,2703.0,1508,3,0,526,437,0.0
124037,1,2.0,8029,5716,1890,10011.0,2326,3,0,1470,125,0.0
124038,0,7.0,2055,8082,2333,20852.0,1610,3,0,989,343,0.0
124039,0,2.0,5028,2287,1884,32169.0,1301,3,0,1980,383,1.0
124040,0,7.0,2556,17909,651,48128.0,1508,3,0,983,272,0.0
124041,0,2.0,4694,6709,324,11238.0,1531,3,0,2476,1675,0.0
124042,1,2.0,5161,17209,2065,41240.0,2111,3,0,2439,657,1.0
124043,0,10.0,8281,10223,1890,10003.0,1531,3,0,1851,683,0.0
124044,0,2.0,14111,17662,916,76137.0,1520,3,0,587,569,0.0
124045,0,7.0,12230,15450,194,62221.0,1520,3,0,844,1626,0.0
124046,0,14.0,1417,9172,555,43220.0,1508,1,0,101,919,1.0
124047,0,2.0,7111,866,1536,90014.0,1588,3,0,1723,819,0.0
124048,0,2.0,6442,900,1174,10928.0,1369,3,0,1452,124,0.0
124049,0,6.0,427,16316,2139,78660.0,1198,2,0,1816,496,0.0
124050,0,2.0,9090,9129,2599,63129.0,1504,3,0,2517,3,0.0
124051,0,2.0,6216,1195,1918,23514.0,1733,3,0,547,54,1.0
124052,0,5.0,5244,17450,1619,49855.0,1508,3,0,125,1090,0.0
124053,0,2.0,6020,11959,1890,10016.0,1602,3,0,431,481,0.0
124054,2,2.0,938,10997,2703,92592.0,1904,3,0,625,1108,0.0
124055,0,2.0,11411,1981,1694,33173.0,1542,3,0,456,589,0.0
124056,1,2.0,38,11224,188,21014.0,27,3,0,545,326,0.0
124057,1,10.0,8243,9182,320,53045.0,2111,3,0,1847,626,1.0
124058,0,7.0,10011,4308,324,11226.0,1356,3,0,793,412,0.0
124059,1,2.0,7326,13589,2428,93109.0,443,3,0,2573,121,1.0
124060,0,2.0,2088,10919,2647,77479.0,1306,3,0,694,248,0.0
124061,1,2.0,4152,1353,2456,12309.0,982,3,0,625,1108,0.0
124062,0,2.0,4899,10241,1890,10901.0,1225,3,0,545,326,0.0
124063,0,2.0,7040,6377,2727,97141.0,1516,3,0,2337,400,0.0
124064,0,7.0,5274,7514,2166,15212.0,1365,3,0,1091,777,1.0
124065,0,7.0,2396,10168,1981,94602.0,1534,3,0,819,1510,0.0
124066,1,2.0,4478,2423,3060,,650,3,0,545,326,0.0
124067,0,2.0,5900,11515,981,82716.0,1531,3,0,2648,832,0.0
124068,0,2.0,2429,17823,2070,33418.0,1508,3,0,2523,718,0.0
124069,0,2.0,14181,28,1694,33143.0,1269,3,0,2573,121,1.0
124070,0,2.0,2840,11455,1314,64184.0,1544,3,0,1980,383,1.0
124071,1,2.0,11065,17270,952,20877.0,740,3,0,1344,1223,1.0
124072,1,2.0,10355,6919,655,11729.0,2271,3,0,442,87,0.0
124073,0,7.0,2055,8082,2333,20852.0,1610,3,0,989,343,0.0
124074,0,3.0,10521,14445,88,54915.0,1460,3,0,154,448,1.0
124075,0,7.0,10011,4308,324,11226.0,1356,3,0,793,412,0.0
124076,1,2.0,14126,11073,916,76107.0,2271,3,0,1452,124,0.0
124077,1,2.0,7037,9127,1282,53545.0,2168,3,0,2469,33,1.0
124078,0,2.0,762,328,1422,17603.0,1362,3,0,2439,657,1.0
124079,0,2.0,5869,2317,2599,63169.0,1539,3,0,1469,729,0.0
124080,2,2.0,13692,9604,239,19508.0,1112,3,0,1976,548,0.0
124081,0,2.0,6213,14220,1055,29616.0,1738,3,0,1564,120,1.0
124082,0,2.0,1504,12290,1694,33178.0,1523,3,0,1730,819,0.0
124083,1,2.0,1520,13570,2704,85281.0,2227,3,0,2354,821,0.0
124084,2,2.0,1657,5126,1057,38930.0,1771,3,0,1769,78,1.0
124085,1,6.0,10092,10953,2715,10462.0,2119,2,0,1822,652,0.0
124086,0,2.0,3163,1416,240,35234.0,1330,3,0,2444,622,0.0
124087,0,2.0,9745,13822,1252,83401.0,1531,3,0,526,437,0.0
124088,0,7.0,5789,11402,1527,98632.0,1531,3,0,793,412,0.0
124089,1,2.0,10536,12752,628,30721.0,478,3,0,652,133,1.0
124090,0,2.0,4685,16136,2586,99205.0,1369,3,0,2150,1020,0.0
124091,0,7.0,2055,8082,2333,20852.0,1610,3,0,989,343,0.0
124092,1,2.0,6285,7794,1890,100296501.0,1187,3,0,742,159,1.0
124093,0,2.0,5878,15668,265,83709.0,1508,3,0,1450,415,0.0
124094,0,7.0,7192,2730,478,82010.0,1439,3,0,825,1551,1.0
124095,0,2.0,964,370,1848,2492.0,1531,3,0,1545,653,0.0
124096,1,2.0,6088,6228,1470,20650.0,2310,3,0,1427,537,0.0
124097,0,2.0,1511,15367,2321,55901.0,1532,3,0,2714,755,0.0
124098,0,2.0,12370,14341,707,43017.0,1361,3,0,2610,637,0.0
124099,1,2.0,10802,13925,419,32707.0,976,3,0,2419,1374,0.0
124100,0,5.0,1519,16983,793,21042.0,1508,3,0,105,1601,0.0
124101,1,2.0,8336,3566,2184,59254.0,2111,3,0,539,245,1.0
124102,0,2.0,8135,16475,1204,27540.0,1517,3,0,2342,579,0.0
124103,0,2.0,6083,4545,2715,10466.0,1440,3,0,2697,1075,0.0
124104,1,2.0,13013,3055,2321,14609.0,30,3,0,545,326,0.0
124105,0,2.0,1104,7034,324,11201.0,1322,3,0,1469,729,0.0
124106,2,2.0,8817,1597,119,130579208.0,1101,3,0,2573,121,1.0
124107,2,7.0,10354,13847,1861,10956.0,1922,3,0,793,412,0.0
124108,0,2.0,2429,17823,2070,33418.0,1508,3,0,2523,718,0.0
124109,0,2.0,1862,15184,1890,10001.0,1520,3,0,1723,819,0.0
124110,1,2.0,4480,10756,1258,46241.0,1158,3,0,545,326,0.0
124111,0,7.0,10011,4308,324,11226.0,1356,3,0,793,412,0.0
124112,1,2.0,13452,7497,547,8108.0,1049,3,0,2520,391,0.0
124113,0,9.0,13319,17247,2214,97217.0,1460,3,0,262,715,1.0
124114,0,2.0,1559,8554,2233,2903.0,1520,3,0,356,1152,1.0
124115,1,2.0,972,1974,1227,77073.0,2171,3,0,2573,121,1.0
124116,0,2.0,7817,9034,2870,98671.0,1495,3,0,702,1102,1.0
124117,0,7.0,10011,4308,324,11226.0,1356,3,0,793,412,0.0
124118,1,7.0,8649,13809,303,94513.0,2359,3,0,1053,1407,0.0
124119,0,2.0,7046,355,104,20149.0,1485,3,0,1937,1373,1.0
124120,0,7.0,5845,13702,2596,1107.0,1508,3,0,1076,254,0.0
124121,0,2.0,2973,10588,1536,90043.0,1491,3,0,637,61,0.0
124122,1,2.0,8722,11581,2180,94523.0,2111,3,0,2723,108,1.0
124123,0,7.0,9843,7377,3060,920245110.0,1739,3,0,966,628,1.0
124124,0,7.0,6980,10824,1974,63368.0,1531,3,0,902,1409,0.0
124125,0,2.0,9038,15184,655,11729.0,1520,3,0,1723,819,0.0
124126,0,2.0,10879,3371,1557,11563.0,1485,3,0,1980,383,1.0
124127,0,7.0,2557,7738,651,48128.0,1508,3,0,986,698,0.0
124128,0,7.0,2376,15076,17,12203.0,1497,3,0,873,1469,0.0
124129,0,2.0,6506,2329,569,11727.0,1368,3,0,545,326,0.0
124130,0,2.0,2185,7834,104,20147.0,1551,3,0,1723,819,0.0
124131,1,2.0,8902,2595,2444,32937.0,2326,3,0,545,326,0.0
124132,1,2.0,9284,17077,1730,55430.0,2336,3,0,526,437,0.0
124133,0,2.0,9365,5802,324,11238.0,1330,3,0,545,326,0.0
124134,0,2.0,1862,1625,1890,10011.0,1460,3,0,1980,383,1.0
124135,0,9.0,9410,2791,1205,33025.0,1476,3,0,304,1177,1.0
124136,0,5.0,6066,8000,3060,,1497,3,0,121,1187,0.0
124137,0,2.0,6591,11796,2214,97202.0,1369,3,0,1450,415,0.0
124138,0,2.0,5935,8367,2547,2145.0,1505,3,0,1316,291,0.0
124139,0,9.0,8459,16184,3060,,1032,3,0,246,769,0.0
124140,0,7.0,11279,11444,2333,20852.0,1508,3,0,844,1626,0.0
124141,0,2.0,3563,16004,1278,32210.0,1520,3,0,2565,413,0.0
124142,0,2.0,10133,3936,2141,19128.0,1252,3,0,2199,318,1.0
124143,0,7.0,2302,9005,2732,43613.0,1520,3,0,986,698,0.0
124144,0,7.0,9215,3431,1789,21771.0,1371,3,0,793,412,0.0
124145,0,2.0,5036,16602,2142,85036.0,1199,3,0,449,749,1.0
124146,0,2.0,2779,428,841,22030.0,1508,3,0,479,239,0.0
124147,0,7.0,5799,15286,235,1821.0,1508,3,0,1075,68,0.0
124148,0,2.0,7208,15832,1890,10001.0,1249,3,0,1980,383,1.0
124149,2,2.0,3558,11774,1278,32210.0,1927,3,0,1665,1612,0.0
124150,1,2.0,590,2502,2288,43068.0,962,3,0,2485,1622,0.0
124151,0,2.0,8217,6431,97,22202.0,1369,3,0,443,87,0.0
124152,0,2.0,5101,1927,1633,50401.0,1330,3,0,2545,818,0.0
124153,0,7.0,1537,4510,251,47406.0,1369,3,0,826,754,0.0
124154,1,2.0,12603,12445,1232,3051.0,705,3,0,1723,819,0.0
124155,0,2.0,4890,10356,1890,10901.0,1225,3,0,545,326,0.0
124156,0,2.0,2429,17823,2070,33418.0,1508,3,0,2523,718,0.0
124157,1,2.0,9014,9762,2003,73107.0,2326,3,0,471,771,0.0
124158,0,2.0,11482,14821,940,93727.0,1611,3,0,2238,137,0.0
124159,1,2.0,13397,11791,2289,54501.0,1937,3,0,526,437,0.0
124160,1,2.0,12390,12223,1834,60540.0,2326,3,0,1466,643,0.0
124161,1,6.0,11597,4956,1694,33161.0,2259,2,0,1816,496,0.0
124162,0,2.0,8549,966,1536,90025.0,1327,3,0,2280,312,0.0
124163,0,9.0,8435,7219,3060,,2375,3,0,236,1310,0.0
124164,0,2.0,8217,6456,97,22202.0,1369,3,0,443,87,0.0
124165,1,6.0,13683,8103,2169,60586.0,1173,2,0,1824,551,1.0
124166,0,7.0,2244,2755,2141,19150.0,1356,3,0,955,734,1.0
124167,1,2.0,13701,14336,2214,37148.0,988,3,0,545,326,0.0
124168,0,2.0,2864,10176,1897,4953.0,1491,3,0,697,1102,1.0
124169,0,7.0,5010,14576,2530,57103.0,1497,3,0,1090,1566,0.0
124170,0,2.0,2429,17823,2070,33418.0,1508,3,0,2523,718,0.0
124171,1,2.0,10473,8346,1339,27284.0,710,3,0,2439,657,1.0
124172,0,2.0,9519,10792,877,8822.0,1508,3,0,2558,21,0.0
124173,1,2.0,4581,13362,1432,489114271.0,623,3,0,742,159,1.0
124174,0,2.0,13443,7847,2281,12144.0,1450,3,0,1475,473,1.0
124175,1,2.0,2734,15174,14,44307.0,988,3,0,1322,15,0.0
124176,0,2.0,4899,6498,1890,10901.0,1225,3,0,545,326,0.0
124177,1,7.0,4618,1466,2315,92503.0,2234,3,0,844,1626,0.0
124178,0,2.0,1049,11585,1077,8033.0,1497,3,0,2605,637,0.0
124179,0,2.0,2170,17731,722,27713.0,1518,3,0,381,1133,0.0
124180,0,2.0,10821,14957,2732,43613.0,1508,3,0,587,569,0.0
124181,0,2.0,14111,17662,916,76137.0,1520,3,0,587,569,0.0
124182,0,7.0,8692,1635,2794,94590.0,1365,3,0,873,1469,0.0
124183,0,7.0,6892,2793,114,30309.0,1328,3,0,843,1577,0.0
124184,0,12.0,10661,6187,858,72704.0,1531,3,0,154,448,1.0
124185,0,2.0,1813,13368,123,80012.0,1508,3,0,2605,637,0.0
124186,0,12.0,4784,3661,1689,85203.0,1491,3,0,154,448,1.0
124187,1,7.0,10201,16110,813,34224.0,2326,3,0,1083,211,0.0
124188,0,2.0,11040,13157,1369,60525.0,1364,3,0,540,105,0.0
124189,0,9.0,8437,17127,3060,,1032,3,0,278,1048,0.0
124190,1,6.0,2522,11640,1072,31312.0,2234,2,0,1838,750,0.0
124191,0,2.0,14114,2667,2599,63119.0,1327,3,0,2605,637,0.0
124192,0,2.0,3702,17789,1760,42633.0,1518,3,0,1470,125,0.0
124193,0,7.0,10785,10589,658,12053.0,1485,3,0,970,544,1.0
124194,0,2.0,10063,15211,1499,72211.0,1328,3,0,479,239,0.0
124195,1,6.0,3271,9466,675,48204.0,1942,2,0,1824,551,1.0
124196,0,9.0,8474,14745,2470,98103.0,1032,3,0,218,488,0.0
124197,1,2.0,3496,11218,668,80205.0,1961,3,0,540,105,0.0
124198,2,7.0,1385,12564,214,72712.0,1878,3,0,994,204,0.0
124199,0,2.0,6280,14539,2342,13440.0,1443,3,0,686,62,1.0
124200,0,2.0,5054,12803,2412,95141.0,1343,3,0,396,1529,1.0
124201,0,2.0,2634,7330,977,33534.0,1462,3,0,2545,818,0.0
124202,0,2.0,14111,17662,916,76137.0,1520,3,0,587,569,0.0
124203,0,5.0,1347,3283,842,94533.0,1303,3,0,126,936,0.0
124204,0,2.0,2162,5047,1479,40502.0,1471,3,0,767,193,1.0
124205,0,2.0,5397,12548,2027,928073028.0,1439,3,0,1455,673,1.0
124206,0,2.0,4936,12942,1695,33141.0,1491,3,0,1677,1169,1.0
124207,0,2.0,7853,4078,707,43016.0,1602,3,0,2664,347,1.0
124208,0,2.0,7128,2876,2150,27041.0,1522,3,0,1503,772,0.0
124209,1,2.0,3752,12357,1264,70647.0,2349,3,0,545,326,0.0
124210,0,2.0,1019,7043,2208,349944801.0,1432,3,0,748,159,1.0
124211,0,7.0,10011,4308,324,11226.0,1356,3,0,793,412,0.0
124212,1,7.0,3168,601,1536,90022.0,2021,3,0,1110,1548,1.0
124213,0,7.0,6263,3753,479,60607.0,1371,3,0,1191,1585,0.0
124214,0,5.0,12625,8292,1030,49506.0,1328,3,0,132,1192,0.0
124215,0,7.0,8692,1635,2794,94590.0,1365,3,0,873,1469,0.0
124216,0,2.0,6988,13957,105,28806.0,1485,3,0,432,476,1.0
124217,0,2.0,12300,10186,668,80206.0,1497,3,0,1469,729,0.0
124218,0,2.0,9155,1850,540,38618.0,1531,3,0,545,326,0.0
124219,0,2.0,5375,15793,434,52402.0,1460,3,0,1444,706,1.0
124220,0,2.0,7004,9406,290,34209.0,1291,3,0,1312,766,0.0
124221,0,7.0,8218,15094,3060,174024661.0,1589,3,0,1200,1475,1.0
124222,0,2.0,8774,6461,1561,98037.0,1531,3,0,1469,729,0.0
124223,0,12.0,2944,16978,459,28269.0,1491,3,0,154,448,1.0
124224,0,2.0,10066,12652,653,30033.0,1365,3,0,2565,413,0.0
124225,1,7.0,12719,11029,2168,92870.0,2326,3,0,789,611,0.0
124226,1,2.0,7336,4047,1965,90650.0,456,3,0,529,655,1.0
124227,0,2.0,11586,795,2395,55125.0,1371,3,0,442,87,0.0
124228,0,2.0,8568,15433,235,1821.0,1497,3,0,1450,415,0.0
124229,0,2.0,6199,12733,2034,32818.0,1518,3,0,442,87,0.0
124230,2,2.0,10550,13852,145,97411.0,1914,3,0,526,437,0.0
124231,0,2.0,10612,3136,2828,76710.0,1325,3,0,625,1108,0.0
124232,1,2.0,4575,13141,3060,,2058,3,0,1316,291,0.0
124233,1,2.0,839,862,634,94526.0,2003,3,0,431,481,0.0
124234,0,2.0,1862,15184,1890,10001.0,1508,3,0,1723,819,0.0
124235,0,2.0,8406,8161,1875,83654.0,1369,3,0,419,362,0.0
124236,1,2.0,1316,11935,2599,631101003.0,565,3,0,742,159,1.0
124237,0,2.0,12931,5759,2141,19107.0,1199,3,0,2265,227,1.0
124238,0,2.0,3883,14618,97,22202.0,1526,3,0,2150,1020,0.0
124239,0,2.0,9643,3831,348,91505.0,1508,3,0,442,87,0.0
124240,0,7.0,6115,3347,512,44118.0,1497,3,0,1075,68,0.0
124241,0,2.0,2564,4090,1730,55423.0,1531,3,0,2384,59,0.0
124242,1,2.0,2026,3642,2962,10603.0,2119,3,0,1723,819,0.0
124243,0,2.0,8217,7811,97,22202.0,1369,3,0,443,87,0.0
124244,1,2.0,11451,9828,2868,20037.0,2227,3,0,2113,928,0.0
124245,1,2.0,12813,1222,627,75238.0,1977,3,0,545,326,0.0
124246,0,2.0,5872,6052,2599,63169.0,1239,3,0,2654,918,0.0
124247,0,7.0,4742,7514,3043,17403.0,1365,3,0,1091,777,1.0
124248,1,2.0,11305,7563,458,29403.0,1973,3,0,2471,33,1.0
124249,0,2.0,5866,4788,2599,63169.0,1239,3,0,2654,918,0.0
124250,0,2.0,1005,15232,114,30345.0,1320,3,0,2571,409,1.0
124251,1,2.0,1188,4014,453,29036.0,2326,3,0,1469,729,0.0
124252,0,2.0,5390,946,1282,53545.0,1508,3,0,1450,415,0.0
124253,1,2.0,11805,5381,2395,55113.0,2271,3,0,2384,59,0.0
124254,0,7.0,10011,12645,324,11226.0,1356,3,0,793,412,0.0
124255,0,7.0,5455,13910,2060,91331.0,1371,3,0,1090,1566,0.0
124256,0,2.0,11382,13172,771,95762.0,1369,3,0,1450,415,0.0
124257,0,7.0,8872,4254,2073,92260.0,1520,3,0,1050,357,1.0
124258,1,7.0,7565,16029,2447,49783.0,2326,3,0,974,651,0.0
124259,0,2.0,1862,15184,1890,10001.0,1520,3,0,1723,819,0.0
124260,0,2.0,5960,9329,2411,94142.0,1551,3,0,361,1152,1.0
124261,0,2.0,2047,8355,2899,7086.0,1532,3,0,479,239,0.0
124262,0,2.0,11223,6213,825,97402.0,1497,3,0,2342,579,0.0
124263,0,2.0,1057,13714,389,447082628.0,1430,3,0,2682,563,1.0
124264,1,2.0,11566,6361,1843,6770.0,2361,3,0,2605,637,0.0
124265,1,2.0,1729,13083,13,29803.0,2348,3,0,2337,400,0.0
124266,0,2.0,1388,2669,916,76118.0,1410,3,0,2150,1020,0.0
124267,0,7.0,1150,7335,2141,19121.0,1328,3,0,827,1509,0.0
124268,0,7.0,2128,17775,2016,68105.0,1491,3,0,1052,815,0.0
124269,1,6.0,5862,17363,1834,60565.0,2227,2,0,1821,1375,0.0
124270,1,2.0,7784,3672,1278,32255.0,1929,3,0,2348,1293,0.0
124271,1,2.0,14083,424,1398,32025.0,987,3,0,1450,415,0.0
124272,0,2.0,2766,15159,2295,23225.0,1500,3,0,2362,1166,0.0
124273,1,2.0,13407,10205,69,29621.0,2055,3,0,2471,33,1.0
124274,0,2.0,178,13681,2245,11374.0,1476,3,0,728,1221,1.0
124275,0,2.0,2268,3439,2076,93551.0,1520,3,0,2384,59,0.0
124276,0,2.0,181,8640,324,11204.0,1225,3,0,545,326,0.0
124277,0,2.0,7061,1709,1441,89101.0,1444,3,0,547,54,1.0
124278,0,2.0,10548,7948,964,35071.0,1323,3,0,638,333,1.0
124279,0,2.0,13441,13370,342,142215360.0,1312,3,0,1412,229,1.0
124280,0,7.0,13335,11942,668,80209.0,1531,3,0,1069,620,0.0
124281,1,2.0,10560,15465,1756,90640.0,2275,3,0,1316,291,0.0
124282,0,2.0,11580,989,2469,93955.0,1520,3,0,2755,580,0.0
124283,0,2.0,13670,1762,1227,77007.0,1322,3,0,2573,121,1.0
124284,0,2.0,3607,3001,3037,98902.0,1531,3,0,479,239,0.0
124285,0,2.0,5167,10330,36,18103.0,1531,3,0,1886,644,0.0
124286,0,2.0,14199,2922,1499,72206.0,1479,3,0,1330,235,1.0
124287,0,2.0,2475,4959,1227,77002.0,1538,3,0,2182,534,0.0
124288,1,2.0,9427,13189,2016,68135.0,2234,3,0,526,437,0.0
124289,2,2.0,8148,9815,2395,55105.0,1913,3,0,2287,1377,0.0
124290,0,2.0,11808,6588,1741,95354.0,1303,3,0,2682,563,1.0
124291,0,2.0,1660,5221,2212,77365.0,1497,3,0,625,1108,0.0
124292,0,5.0,2869,10723,1422,17603.0,1513,3,0,126,936,0.0
124293,0,2.0,7128,2876,2150,27041.0,1522,3,0,1503,772,0.0
124294,0,2.0,5413,2839,584,97330.0,1611,3,0,2384,59,0.0
124295,0,2.0,8743,17921,1536,90060.0,1326,3,0,385,1534,0.0
124296,1,7.0,3408,13963,324,11207.0,2361,3,0,892,1432,0.0
124297,1,2.0,11088,16553,75,21403.0,828,3,0,1925,945,0.0
124298,2,2.0,8483,5378,1502,95953.0,1913,3,0,2460,1278,0.0
124299,0,2.0,5869,11204,2599,63169.0,1539,3,0,1409,697,0.0
124300,0,2.0,12319,8302,2470,98118.0,1531,3,0,2517,3,0.0
124301,0,7.0,2627,3037,2591,34609.0,1508,3,0,1247,1448,0.0
124302,0,2.0,10920,4003,2295,23234.0,1333,3,0,2605,637,0.0
124303,0,2.0,3883,14618,97,22202.0,1526,3,0,2150,1020,0.0
124304,0,4.0,9654,611,2758,85750.0,1602,3,0,69,553,1.0
124305,0,3.0,10521,14445,88,54915.0,1460,3,0,154,448,1.0
124306,1,2.0,8329,3703,627,75205.0,2326,3,0,526,437,0.0
124307,1,2.0,13779,17461,1665,17055.0,2055,3,0,2471,33,1.0
124308,0,2.0,1384,11896,479,60607.0,1520,3,0,1450,415,0.0
124309,0,5.0,14247,16777,774,79912.0,1508,3,0,130,1188,0.0
124310,2,2.0,11310,4316,2959,80033.0,1916,3,0,450,17,0.0
124311,1,2.0,3099,4794,2214,97222.0,2258,3,0,625,1108,0.0
124312,2,7.0,14084,15768,1151,37075.0,1919,3,0,932,205,0.0
124313,0,9.0,8444,12333,3060,,2376,3,0,213,765,0.0
124314,0,2.0,4463,9612,2034,32825.0,1365,3,0,1316,291,0.0
124315,0,2.0,7615,17844,916,76133.0,1692,3,0,623,168,0.0
124316,0,2.0,12599,2300,1602,80342600.0,1312,3,0,2345,727,1.0
124317,1,2.0,8294,1309,479,60626.0,618,3,0,520,119,1.0
124318,0,7.0,4775,7699,2603,22554.0,1531,3,0,834,1381,0.0
124319,0,7.0,2181,6686,722,27705.0,1369,3,0,940,201,1.0
124320,0,2.0,11677,5423,1318,77449.0,1490,3,0,2305,0,1.0
124321,0,2.0,655,6606,1285,35503.0,1508,3,0,526,437,0.0
124322,1,2.0,3226,11642,2404,78214.0,2361,3,0,2546,818,0.0
124323,1,2.0,4824,5991,1550,1056.0,867,3,0,1316,291,0.0
124324,0,12.0,8698,11906,492,95621.0,1531,3,0,154,448,1.0
124325,0,5.0,10136,1593,342,14228.0,1505,3,0,146,1649,0.0
124326,0,2.0,9607,1747,1893,12550.0,1520,3,0,1723,819,0.0
124327,0,5.0,1341,741,1674,38133.0,1303,3,0,132,1192,0.0
124328,1,2.0,12854,3765,1227,77003.0,2022,3,0,2627,52,1.0
124329,0,2.0,1425,12255,2219,13699.0,1362,3,0,456,589,0.0
124330,0,2.0,8711,15726,97,2474.0,1233,3,0,520,119,1.0
124331,1,2.0,10627,18019,568,76522.0,2227,3,0,528,453,0.0
124332,0,2.0,13435,3396,2327,61108.0,1497,3,0,526,437,0.0
124333,1,2.0,4566,247,882,85132.0,2303,3,0,1723,819,0.0
124334,1,10.0,8617,11568,143,21215.0,2058,3,0,1847,626,1.0
124335,1,2.0,9039,15901,342,14228.0,2326,3,0,2384,59,0.0
124336,0,2.0,7295,5560,240,35209.0,1327,3,0,1450,415,0.0
124337,0,2.0,3563,16004,1278,32210.0,1520,3,0,2565,413,0.0
124338,0,2.0,13278,9448,479,60610.0,1371,3,0,2337,400,0.0
124339,0,2.0,9038,15184,655,11729.0,1531,3,0,1723,819,0.0
124340,0,2.0,13127,5507,814,7726.0,1531,3,0,1723,819,0.0
124341,1,6.0,9409,11253,100,63010.0,2176,2,0,1816,496,0.0
124342,0,2.0,11963,5916,1784,95039.0,1357,3,0,2342,579,0.0
124343,1,2.0,13373,15100,81,54409.0,278,3,0,477,527,1.0
124344,0,7.0,7696,10500,277,2114.0,1504,3,0,849,1343,0.0
124345,0,7.0,2376,15076,17,12203.0,1497,3,0,873,1469,0.0
124346,0,2.0,2881,4077,2214,97206.0,1527,3,0,419,362,0.0
124347,0,7.0,6196,13888,341,90620.0,1607,3,0,955,734,1.0
124348,0,7.0,6263,3753,479,60607.0,1371,3,0,1191,1585,0.0
124349,0,2.0,9038,15184,655,11729.0,1508,3,0,1723,819,0.0
124350,0,2.0,5716,656,2599,63169.0,1614,3,0,1409,697,0.0
124351,0,2.0,4748,2721,2612,16801.0,1328,3,0,1920,1364,0.0
124352,1,2.0,4526,1205,3060,,2310,3,0,442,87,0.0
124353,0,2.0,5102,7189,1289,71342.0,1505,3,0,1413,773,0.0
124354,0,2.0,14111,17662,916,76137.0,1520,3,0,587,569,0.0
