UserID,IS_HCP,TAXONOMY
122308,0,
122309,1,103T00000X
122310,0,
122311,0,
122312,0,
122313,0,
122314,0,
122315,1,103T00000X
122316,0,
122317,1,103T00000X
122318,1,103T00000X
122319,0,
122320,0,
122321,1,2080A0000X
122322,1,103T00000X
122323,0,
122324,0,
122325,1,103T00000X
122326,1,2084N0008X
122327,1,103T00000X
122328,1,2084N0402X
122329,0,
122330,1,103T00000X
122331,0,
122332,0,
122333,1,103T00000X
122334,0,
122335,0,
122336,0,
122337,1,103T00000X
122338,0,
122339,0,
122340,0,
122341,1,2080A0000X
122342,1,103T00000X
122343,1,207RG0300X
122344,1,103T00000X
122345,1,103T00000X
122346,1,103T00000X
122347,0,
122348,0,
122349,1,103T00000X
122350,1,103T00000X
122351,1,103T00000X
122352,1,103T00000X
122353,0,
122354,1,103T00000X
122355,1,2084N0402X
122356,1,2084N0402X
122357,0,
122358,1,103T00000X
122359,1,103T00000X
122360,1,103T00000X
122361,1,103T00000X
122362,1,207RH0000X
122363,1,103T00000X
122364,0,
122365,0,
122366,1,2084N0008X
122367,1,103T00000X
122368,0,
122369,0,
122370,0,
122371,1,103T00000X
122372,1,103T00000X
122373,0,
122374,1,103T00000X
122375,0,
122376,1,103T00000X
122377,1,103T00000X
122378,0,
122379,1,103T00000X
122380,1,103T00000X
122381,0,
122382,1,2080A0000X
122383,0,
122384,0,
122385,1,103T00000X
122386,0,
122387,1,103T00000X
122388,0,
122389,1,103T00000X
122390,1,103T00000X
122391,0,
122392,0,
122393,0,
122394,1,2080A0000X
122395,1,363LA2100X
122396,1,103T00000X
122397,0,
122398,0,
122399,0,
122400,1,103T00000X
122401,0,
122402,1,103T00000X
122403,1,103T00000X
122404,1,103T00000X
122405,0,
122406,1,103T00000X
122407,0,
122408,1,103T00000X
122409,1,103T00000X
122410,1,103T00000X
122411,1,103T00000X
122412,1,2080A0000X
122413,1,103T00000X
122414,1,103T00000X
122415,1,103T00000X
122416,0,
122417,1,103T00000X
122418,1,2080A0000X
122419,0,
122420,1,103T00000X
122421,1,103T00000X
122422,0,
122423,1,103T00000X
122424,0,
122425,1,2080A0000X
122426,1,103T00000X
122427,1,103T00000X
122428,0,
122429,0,
122430,0,
122431,1,103T00000X
122432,0,
122433,1,103T00000X
122434,0,
122435,1,103T00000X
122436,1,103T00000X
122437,0,
122438,0,
122439,0,
122440,0,
122441,0,
122442,0,
122443,1,103T00000X
122444,0,
122445,0,
122446,1,103T00000X
122447,0,
122448,1,103T00000X
122449,1,103T00000X
122450,0,
122451,0,
122452,0,
122453,0,
122454,1,2080A0000X
122455,0,
122456,0,
122457,1,2084N0402X
122458,1,103T00000X
122459,0,
122460,0,
122461,1,2080A0000X
122462,0,
122463,1,103T00000X
122464,1,103T00000X
122465,1,2084N0402X
122466,1,103T00000X
122467,0,
122468,1,103T00000X
122469,0,
122470,0,
122471,0,
122472,0,
122473,0,
122474,0,
122475,0,
122476,0,
122477,0,
122478,1,103T00000X
122479,0,
122480,0,
122481,1,103T00000X
122482,1,103T00000X
122483,0,
122484,0,
122485,1,103T00000X
122486,0,
122487,0,
122488,0,
122489,0,
122490,1,103T00000X
122491,0,
122492,1,2084N0402X
122493,1,103T00000X
122494,0,
122495,1,2084N0402X
122496,1,2080A0000X
122497,1,103T00000X
122498,1,103T00000X
122499,1,103T00000X
122500,0,
122501,1,103T00000X
122502,0,
122503,1,2084N0402X
122504,0,
122505,0,
122506,0,
122507,0,
122508,0,
122509,0,
122510,0,
122511,1,103T00000X
122512,0,
122513,0,
122514,1,103T00000X
122515,0,
122516,1,103T00000X
122517,1,103T00000X
122518,0,
122519,1,103T00000X
122520,0,
122521,1,2080A0000X
122522,1,103T00000X
122523,1,103T00000X
122524,1,103T00000X
122525,1,103T00000X
122526,1,2080A0000X
122527,0,
122528,0,
122529,0,
122530,1,2084N0402X
122531,1,103T00000X
122532,0,
122533,0,
122534,0,
122535,1,207QA0401X
122536,1,207RG0300X
122537,1,103T00000X
122538,1,103T00000X
122539,1,103T00000X
122540,1,103T00000X
122541,1,103T00000X
122542,0,
122543,0,
122544,1,103T00000X
122545,0,
122546,1,103T00000X
122547,0,
122548,1,103T00000X
122549,1,103T00000X
122550,1,103T00000X
122551,1,103T00000X
122552,0,
122553,1,103T00000X
122554,0,
122555,1,2084N0402X
122556,1,103T00000X
122557,0,
122558,1,103T00000X
122559,1,103T00000X
122560,0,
122561,0,
122562,0,
122563,1,103T00000X
122564,0,
122565,1,103T00000X
122566,0,
122567,1,2084N0402X
122568,0,
122569,1,103T00000X
122570,0,
122571,0,
122572,1,103T00000X
122573,1,103T00000X
122574,0,
122575,1,103T00000X
122576,0,
122577,0,
122578,0,
122579,1,2084N0008X
122580,0,
122581,0,
122582,1,103T00000X
122583,0,
122584,0,
122585,1,103T00000X
122586,1,103T00000X
122587,0,
122588,1,103T00000X
122589,0,
122590,1,103T00000X
122591,0,
122592,1,2084N0402X
122593,0,
122594,0,
122595,0,
122596,1,103T00000X
122597,1,103T00000X
122598,1,103T00000X
122599,1,103T00000X
122600,1,103T00000X
122601,1,2084N0402X
122602,1,2084N0402X
122603,0,
122604,0,
122605,1,2084N0008X
122606,0,
122607,1,2080A0000X
122608,1,2080A0000X
122609,1,103T00000X
122610,1,103T00000X
122611,1,103T00000X
122612,1,2080A0000X
122613,1,103T00000X
122614,1,103T00000X
122615,0,
122616,0,
122617,1,103T00000X
122618,0,
122619,0,
122620,1,2080A0000X
122621,0,
122622,1,103T00000X
122623,0,
122624,1,2084N0402X
122625,1,103T00000X
122626,1,2080A0000X
122627,1,2080A0000X
122628,0,
122629,0,
122630,0,
122631,1,103T00000X
122632,0,
122633,1,2084N0402X
122634,1,103T00000X
122635,0,
122636,0,
122637,0,
122638,1,2084N0402X
122639,1,103T00000X
122640,0,
122641,1,103T00000X
122642,0,
122643,1,103T00000X
122644,1,103T00000X
122645,1,103T00000X
122646,0,
122647,0,
122648,1,103T00000X
122649,0,
122650,1,103T00000X
122651,0,
122652,1,103T00000X
122653,0,
122654,0,
122655,1,103T00000X
122656,0,
122657,0,
122658,0,
122659,1,103T00000X
122660,1,2080A0000X
122661,0,
122662,0,
122663,0,
122664,0,
122665,0,
122666,1,103T00000X
122667,1,103T00000X
122668,0,
122669,0,
122670,0,
122671,0,
122672,0,
122673,0,
122674,1,363LA2100X
122675,1,103T00000X
122676,0,
122677,1,207RH0000X
122678,0,
122679,0,
122680,0,
122681,0,
122682,1,103T00000X
122683,0,
122684,0,
122685,1,103T00000X
122686,0,
122687,0,
122688,0,
122689,1,103T00000X
122690,1,103T00000X
122691,0,
122692,1,103T00000X
122693,0,
122694,1,103T00000X
122695,1,103T00000X
122696,0,
122697,1,103T00000X
122698,0,
122699,0,
122700,0,
122701,0,
122702,0,
122703,0,
122704,0,
122705,0,
122706,1,103T00000X
122707,1,103T00000X
122708,0,
122709,1,103T00000X
122710,0,
122711,0,
122712,1,103T00000X
122713,0,
122714,0,
122715,0,
122716,0,
122717,1,103T00000X
122718,0,
122719,0,
122720,0,
122721,0,
122722,0,
122723,0,
122724,1,103T00000X
122725,0,
122726,1,103T00000X
122727,1,103T00000X
122728,0,
122729,1,207ND0101X
122730,0,
122731,1,103T00000X
122732,0,
122733,0,
122734,0,
122735,1,103T00000X
122736,0,
122737,0,
122738,1,2084N0008X
122739,0,
122740,1,103T00000X
122741,0,
122742,0,
122743,0,
122744,1,207ND0101X
122745,0,
122746,1,2084N0402X
122747,1,2084N0402X
122748,0,
122749,1,103T00000X
122750,0,
122751,0,
122752,0,
122753,1,2084N0402X
122754,1,103T00000X
122755,1,103T00000X
122756,0,
122757,0,
122758,0,
122759,1,2080A0000X
122760,1,103T00000X
122761,0,
122762,0,
122763,0,
122764,0,
122765,1,103T00000X
122766,0,
122767,0,
122768,0,
122769,0,
122770,1,2084N0402X
122771,1,103T00000X
122772,1,103T00000X
122773,0,
122774,1,103T00000X
122775,1,103T00000X
122776,1,103T00000X
122777,0,
122778,0,
122779,0,
122780,0,
122781,1,2084N0008X
122782,0,
122783,1,103T00000X
122784,0,
122785,0,
122786,1,103T00000X
122787,1,103T00000X
122788,0,
122789,1,2080A0000X
122790,1,207RH0000X
122791,0,
122792,1,103T00000X
122793,1,103T00000X
122794,0,
122795,1,103T00000X
122796,0,
122797,0,
122798,0,
122799,1,103T00000X
122800,1,103T00000X
122801,1,2084N0402X
122802,1,103T00000X
122803,0,
122804,0,
122805,1,103T00000X
122806,1,103T00000X
122807,0,
122808,1,103T00000X
122809,0,
122810,1,103T00000X
122811,0,
122812,0,
122813,1,103T00000X
122814,0,
122815,1,2084N0402X
122816,1,103T00000X
122817,0,
122818,0,
122819,1,103T00000X
122820,0,
122821,1,103T00000X
122822,1,103T00000X
122823,0,
122824,0,
122825,0,
122826,0,
122827,1,103T00000X
122828,0,
122829,0,
122830,1,2084N0402X
122831,0,
122832,0,
122833,1,2080A0000X
122834,1,103T00000X
122835,0,
122836,0,
122837,0,
122838,1,2084N0008X
122839,1,103T00000X
122840,1,207RH0000X
122841,1,103T00000X
122842,0,
122843,0,
122844,0,
122845,0,
122846,1,103T00000X
122847,0,
122848,0,
122849,1,103T00000X
122850,1,103T00000X
122851,1,103T00000X
122852,1,103T00000X
122853,0,
122854,1,103T00000X
122855,1,103T00000X
122856,0,
122857,1,103T00000X
122858,0,
122859,1,103T00000X
122860,0,
122861,0,
122862,0,
122863,0,
122864,0,
122865,0,
122866,0,
122867,1,103T00000X
122868,0,
122869,1,103T00000X
122870,1,103T00000X
122871,0,
122872,1,103T00000X
122873,0,
122874,1,103T00000X
122875,0,
122876,1,103T00000X
122877,1,103T00000X
122878,0,
122879,1,2080A0000X
122880,1,2084N0402X
122881,0,
122882,0,
122883,1,2080A0000X
122884,0,
122885,0,
122886,1,103T00000X
122887,0,
122888,1,103T00000X
122889,1,103T00000X
122890,1,2080A0000X
122891,0,
122892,0,
122893,0,
122894,1,103T00000X
122895,1,103T00000X
122896,1,103T00000X
122897,0,
122898,0,
122899,1,103T00000X
122900,1,207RH0000X
122901,1,2084N0402X
122902,1,2084P0802X
122903,0,
122904,1,103T00000X
122905,0,
122906,0,
122907,0,
122908,0,
122909,1,207ND0101X
122910,0,
122911,1,2080A0000X
122912,0,
122913,0,
122914,1,103T00000X
122915,1,103T00000X
122916,1,103T00000X
122917,1,103T00000X
122918,0,
122919,1,103T00000X
122920,1,103T00000X
122921,1,103T00000X
122922,1,103T00000X
122923,1,103T00000X
122924,0,
122925,0,
122926,1,103T00000X
122927,1,103T00000X
122928,0,
122929,1,2080A0000X
122930,0,
122931,0,
122932,1,2084N0402X
122933,0,
122934,1,103T00000X
122935,0,
122936,1,103T00000X
122937,1,103T00000X
122938,1,2080A0000X
122939,1,103T00000X
122940,1,103T00000X
122941,0,
122942,1,2080A0000X
122943,0,
122944,0,
122945,1,2084N0402X
122946,1,103T00000X
122947,0,
122948,1,363LA2100X
122949,1,103T00000X
122950,0,
122951,1,103T00000X
122952,1,103T00000X
122953,0,
122954,1,103T00000X
122955,1,103T00000X
122956,1,207RH0000X
122957,0,
122958,1,207RH0000X
122959,0,
122960,0,
122961,0,
122962,0,
122963,0,
122964,1,103T00000X
122965,0,
122966,0,
122967,0,
122968,0,
122969,0,
122970,1,103T00000X
122971,1,103T00000X
122972,0,
122973,1,103T00000X
122974,0,
122975,1,103T00000X
122976,1,103T00000X
122977,1,103T00000X
122978,1,103T00000X
122979,0,
122980,0,
122981,1,103T00000X
122982,0,
122983,0,
122984,1,103T00000X
122985,0,
122986,0,
122987,0,
122988,1,103T00000X
122989,0,
122990,1,2084N0402X
122991,1,2084N0008X
122992,1,103T00000X
122993,0,
122994,0,
122995,1,103T00000X
122996,1,2080A0000X
122997,0,
122998,1,2080A0000X
122999,0,
123000,1,103T00000X
123001,1,2080A0000X
123002,0,
123003,0,
123004,0,
123005,1,103T00000X
123006,0,
123007,1,2084N0008X
123008,1,2080A0000X
123009,0,
123010,1,207RH0000X
123011,1,103T00000X
123012,1,103T00000X
123013,1,103T00000X
123014,1,103T00000X
123015,1,103T00000X
123016,1,103T00000X
123017,1,2084N0402X
123018,1,103T00000X
123019,0,
123020,0,
123021,1,103T00000X
123022,0,
123023,1,2084N0402X
123024,1,2084N0402X
123025,0,
123026,0,
123027,1,103T00000X
123028,0,
123029,0,
123030,1,2084P0802X
123031,1,103T00000X
123032,1,2084N0008X
123033,0,
123034,1,207ND0101X
123035,0,
123036,0,
123037,1,103T00000X
123038,0,
123039,1,103T00000X
123040,0,
123041,0,
123042,0,
123043,1,103T00000X
123044,0,
123045,0,
123046,0,
123047,1,103T00000X
123048,0,
123049,1,2080A0000X
123050,0,
123051,1,103T00000X
123052,0,
123053,1,103T00000X
123054,1,103T00000X
123055,1,103T00000X
123056,1,103T00000X
123057,0,
123058,1,2084N0402X
123059,0,
123060,1,103T00000X
123061,0,
123062,0,
123063,0,
123064,0,
123065,0,
123066,0,
123067,0,
123068,1,363LA2100X
123069,1,103T00000X
123070,0,
123071,0,
123072,1,103T00000X
123073,1,103T00000X
123074,1,103T00000X
123075,0,
123076,1,103T00000X
123077,1,103T00000X
123078,0,
123079,0,
123080,1,2084N0402X
123081,0,
123082,1,103T00000X
123083,1,2080A0000X
123084,0,
123085,1,103T00000X
123086,0,
123087,0,
123088,1,103T00000X
123089,1,207RH0000X
123090,1,103T00000X
123091,1,103T00000X
123092,0,
123093,0,
123094,0,
123095,1,103T00000X
123096,0,
123097,0,
123098,0,
123099,0,
123100,0,
123101,0,
123102,1,2080A0000X
123103,0,
123104,1,103T00000X
123105,0,
123106,1,103T00000X
123107,1,103T00000X
123108,1,103T00000X
123109,0,
123110,1,103T00000X
123111,0,
123112,1,207RG0300X
123113,1,103T00000X
123114,0,
123115,0,
123116,0,
123117,1,2080A0000X
123118,1,103T00000X
123119,1,103T00000X
123120,0,
123121,1,2084N0402X
123122,0,
123123,1,103T00000X
123124,1,103T00000X
123125,1,103T00000X
123126,1,2084N0008X
123127,0,
123128,0,
123129,1,103T00000X
123130,1,103T00000X
123131,1,103T00000X
123132,0,
123133,0,
123134,0,
123135,1,103T00000X
123136,1,103T00000X
123137,1,103T00000X
123138,0,
123139,1,103T00000X
123140,1,103T00000X
123141,0,
123142,0,
123143,1,103T00000X
123144,1,103T00000X
123145,1,103T00000X
123146,1,103T00000X
123147,0,
123148,1,207QA0401X
123149,0,
123150,0,
123151,0,
123152,0,
123153,1,103T00000X
123154,0,
123155,1,103T00000X
123156,1,103T00000X
123157,0,
123158,0,
123159,0,
123160,0,
123161,0,
123162,0,
123163,1,103T00000X
123164,0,
123165,1,103T00000X
123166,1,2080A0000X
123167,0,
123168,1,103T00000X
123169,0,
123170,0,
123171,1,103T00000X
123172,1,2080A0000X
123173,0,
123174,0,
123175,1,103T00000X
123176,0,
123177,1,103T00000X
123178,1,103T00000X
123179,0,
123180,0,
123181,1,103T00000X
123182,0,
123183,1,103T00000X
123184,0,
123185,0,
123186,0,
123187,0,
123188,0,
123189,0,
123190,1,103T00000X
123191,0,
123192,1,103T00000X
123193,0,
123194,0,
123195,0,
123196,1,103T00000X
123197,0,
123198,1,103T00000X
123199,1,2084N0402X
123200,0,
123201,0,
123202,1,103T00000X
123203,1,103T00000X
123204,1,2080A0000X
123205,1,103T00000X
123206,1,103T00000X
123207,0,
123208,1,103T00000X
123209,1,2080A0000X
123210,0,
123211,0,
123212,1,103T00000X
123213,0,
123214,0,
123215,1,363LA2100X
123216,1,103T00000X
123217,0,
123218,0,
123219,1,103T00000X
123220,1,103T00000X
123221,0,
123222,0,
123223,0,
123224,1,103T00000X
123225,1,103T00000X
123226,1,103T00000X
123227,0,
123228,1,103T00000X
123229,1,103T00000X
123230,1,103T00000X
123231,0,
123232,0,
123233,0,
123234,1,103T00000X
123235,0,
123236,1,103T00000X
123237,0,
123238,1,2084N0402X
123239,0,
123240,1,103T00000X
123241,1,103T00000X
123242,0,
123243,1,103T00000X
123244,0,
123245,1,103T00000X
123246,0,
123247,1,103T00000X
123248,0,
123249,1,2080A0000X
123250,1,103T00000X
123251,0,
123252,0,
123253,1,103T00000X
123254,0,
123255,0,
123256,1,103T00000X
123257,1,103T00000X
123258,0,
123259,0,
123260,1,103T00000X
123261,0,
123262,1,2080A0000X
123263,0,
123264,0,
123265,0,
123266,1,2080A0000X
123267,0,
123268,1,2080A0000X
123269,1,103T00000X
123270,0,
123271,1,103T00000X
123272,0,
123273,0,
123274,1,103T00000X
123275,0,
123276,1,103T00000X
123277,1,103T00000X
123278,1,103T00000X
123279,0,
123280,1,207ND0101X
123281,0,
123282,1,103T00000X
123283,1,2080A0000X
123284,1,103T00000X
123285,1,103T00000X
123286,1,103T00000X
123287,1,2084N0402X
123288,1,207ND0101X
123289,1,103T00000X
123290,1,103T00000X
123291,1,2084N0008X
123292,0,
123293,1,103T00000X
123294,0,
123295,1,2084N0008X
123296,1,207QA0401X
123297,0,
123298,0,
123299,1,103T00000X
123300,0,
123301,0,
123302,1,207ND0101X
123303,1,103T00000X
123304,0,
123305,1,103T00000X
123306,1,103T00000X
123307,1,103T00000X
123308,1,103T00000X
123309,1,103T00000X
123310,1,103T00000X
123311,0,
123312,1,103T00000X
123313,0,
123314,0,
123315,1,103T00000X
123316,0,
123317,0,
123318,1,103T00000X
123319,0,
123320,1,103T00000X
123321,1,103T00000X
123322,0,
123323,1,103T00000X
123324,0,
123325,1,103T00000X
123326,1,103T00000X
123327,0,
123328,0,
123329,1,103T00000X
123330,0,
123331,0,
123332,1,2084N0402X
123333,1,2084N0402X
123334,1,103T00000X
123335,0,
123336,0,
123337,0,
123338,0,
123339,0,
123340,0,
123341,1,103T00000X
123342,1,103T00000X
123343,0,
123344,1,2084N0402X
123345,1,103T00000X
123346,1,103T00000X
123347,0,
123348,1,103T00000X
123349,1,103T00000X
123350,0,
123351,1,103T00000X
123352,0,
123353,0,
123354,0,
123355,1,2084N0402X
123356,1,103T00000X
123357,0,
123358,0,
123359,0,
123360,0,
123361,0,
123362,1,103T00000X
123363,1,103T00000X
123364,0,
123365,1,2084N0402X
123366,1,103T00000X
123367,1,2084N0402X
123368,1,103T00000X
123369,1,103T00000X
123370,0,
123371,0,
123372,1,103T00000X
123373,1,2080A0000X
123374,0,
123375,0,
123376,1,103T00000X
123377,1,103T00000X
123378,0,
123379,0,
123380,0,
123381,0,
123382,0,
123383,0,
123384,1,103T00000X
123385,1,103T00000X
123386,0,
123387,0,
123388,0,
123389,1,103T00000X
123390,0,
123391,0,
123392,0,
123393,0,
123394,0,
123395,1,103T00000X
123396,0,
123397,0,
123398,1,103T00000X
123399,0,
123400,1,103T00000X
123401,0,
123402,1,103T00000X
123403,1,2084N0402X
123404,0,
123405,1,103T00000X
123406,0,
123407,1,103T00000X
123408,1,103T00000X
123409,1,2080A0000X
123410,1,2084N0402X
123411,1,2084N0402X
123412,1,103T00000X
123413,1,2084N0402X
123414,1,103T00000X
123415,1,2080A0000X
123416,0,
123417,1,103T00000X
123418,1,2080A0000X
123419,0,
123420,0,
123421,1,2084N0402X
123422,0,
123423,1,2084N0008X
123424,0,
123425,0,
123426,1,103T00000X
123427,0,
123428,1,2080A0000X
123429,0,
123430,1,103T00000X
123431,0,
123432,0,
123433,1,103T00000X
123434,0,
123435,0,
123436,1,103T00000X
123437,1,103T00000X
123438,0,
123439,1,103T00000X
123440,0,
123441,1,103T00000X
123442,0,
123443,1,103T00000X
123444,1,2084N0402X
123445,0,
123446,1,103T00000X
123447,1,103T00000X
123448,0,
123449,0,
123450,0,
123451,0,
123452,1,103T00000X
123453,0,
123454,1,103T00000X
123455,1,103T00000X
123456,1,103T00000X
123457,0,
123458,1,103T00000X
123459,0,
123460,1,103T00000X
123461,1,103T00000X
123462,1,103T00000X
123463,0,
123464,1,103T00000X
123465,1,103T00000X
123466,0,
123467,0,
123468,0,
123469,1,103T00000X
123470,0,
123471,0,
123472,0,
123473,1,103T00000X
123474,1,103T00000X
123475,0,
123476,0,
123477,0,
123478,0,
123479,1,103T00000X
123480,0,
123481,0,
123482,0,
123483,1,2084P0802X
123484,0,
123485,1,207RH0000X
123486,1,103T00000X
123487,1,207ND0101X
123488,1,103T00000X
123489,0,
123490,1,2080A0000X
123491,1,103T00000X
123492,1,103T00000X
123493,0,
123494,0,
123495,1,103T00000X
123496,0,
123497,1,103T00000X
123498,0,
123499,1,103T00000X
123500,1,103T00000X
123501,1,2080A0000X
123502,0,
123503,0,
123504,1,103T00000X
123505,0,
123506,0,
123507,0,
123508,0,
123509,1,2080A0000X
123510,1,103T00000X
123511,0,
123512,0,
123513,0,
123514,0,
123515,1,103T00000X
123516,0,
123517,1,2084N0402X
123518,0,
123519,0,
123520,0,
123521,0,
123522,0,
123523,0,
123524,1,207RG0300X
123525,0,
123526,0,
123527,1,103T00000X
123528,0,
123529,1,2084N0008X
123530,1,2080A0000X
123531,0,
123532,1,103T00000X
123533,0,
123534,1,103T00000X
123535,1,103T00000X
123536,0,
123537,1,2080A0000X
123538,1,103T00000X
123539,0,
123540,1,103T00000X
123541,1,2080A0000X
123542,1,103T00000X
123543,1,103T00000X
123544,0,
123545,0,
123546,0,
123547,0,
123548,0,
123549,0,
123550,0,
123551,0,
123552,0,
123553,0,
123554,0,
123555,0,
123556,1,207QA0401X
123557,0,
123558,1,103T00000X
123559,0,
123560,0,
123561,1,103T00000X
123562,0,
123563,0,
123564,0,
123565,0,
123566,1,103T00000X
123567,0,
123568,0,
123569,0,
123570,0,
123571,0,
123572,0,
123573,1,103T00000X
123574,1,103T00000X
123575,1,363LA2100X
123576,1,103T00000X
123577,1,103T00000X
123578,0,
123579,0,
123580,0,
123581,0,
123582,0,
123583,1,103T00000X
123584,0,
123585,1,2080A0000X
123586,0,
123587,0,
123588,1,103T00000X
123589,0,
123590,0,
123591,0,
123592,1,103T00000X
123593,0,
123594,0,
123595,1,103T00000X
123596,0,
123597,1,2084N0402X
123598,0,
123599,0,
123600,0,
123601,0,
123602,0,
123603,1,207ND0101X
123604,0,
123605,0,
123606,1,2084N0402X
123607,1,103T00000X
123608,1,103T00000X
123609,1,103T00000X
123610,0,
123611,1,103T00000X
123612,0,
123613,1,103T00000X
123614,0,
123615,1,103T00000X
123616,1,103T00000X
123617,0,
123618,1,103T00000X
123619,0,
123620,0,
123621,1,103T00000X
123622,0,
123623,1,103T00000X
123624,0,
123625,1,103T00000X
123626,1,103T00000X
123627,1,103T00000X
123628,0,
123629,0,
123630,0,
123631,0,
123632,0,
123633,0,
123634,1,103T00000X
123635,0,
123636,0,
123637,0,
123638,1,103T00000X
123639,0,
123640,1,103T00000X
123641,1,2080A0000X
123642,0,
123643,1,103T00000X
123644,1,103T00000X
123645,1,103T00000X
123646,1,103T00000X
123647,0,
123648,1,103T00000X
123649,0,
123650,1,103T00000X
123651,0,
123652,0,
123653,1,103T00000X
123654,0,
123655,0,
123656,1,103T00000X
123657,0,
123658,1,103T00000X
123659,0,
123660,1,2080A0000X
123661,0,
123662,0,
123663,0,
123664,0,
123665,1,103T00000X
123666,0,
123667,0,
123668,0,
123669,0,
123670,0,
123671,1,103T00000X
123672,0,
123673,1,103T00000X
123674,1,2084N0402X
123675,0,
123676,0,
123677,1,2084N0402X
123678,0,
123679,1,103T00000X
123680,0,
123681,0,
123682,1,103T00000X
123683,0,
123684,0,
123685,1,103T00000X
123686,0,
123687,0,
123688,0,
123689,0,
123690,1,103T00000X
123691,0,
123692,1,2084N0402X
123693,0,
123694,1,103T00000X
123695,1,103T00000X
123696,1,103T00000X
123697,0,
123698,0,
123699,0,
123700,1,2080A0000X
123701,0,
123702,1,2080A0000X
123703,1,103T00000X
123704,1,2084N0402X
123705,0,
123706,0,
123707,0,
123708,0,
123709,1,103T00000X
123710,0,
123711,1,2080A0000X
123712,0,
123713,1,103T00000X
123714,1,103T00000X
123715,0,
123716,1,103T00000X
123717,1,103T00000X
123718,0,
123719,1,103T00000X
123720,1,103T00000X
123721,1,2080A0000X
123722,1,103T00000X
123723,1,103T00000X
123724,1,103T00000X
123725,0,
123726,0,
123727,0,
123728,1,103T00000X
123729,0,
123730,0,
123731,0,
123732,1,2084N0008X
123733,1,2084N0008X
123734,0,
123735,0,
123736,1,103T00000X
123737,1,103T00000X
123738,0,
123739,0,
123740,0,
123741,0,
123742,0,
123743,1,103T00000X
123744,1,103T00000X
123745,1,103T00000X
123746,0,
123747,1,103T00000X
123748,1,103T00000X
123749,0,
123750,1,103T00000X
123751,1,103T00000X
123752,0,
123753,0,
123754,0,
123755,0,
123756,1,103T00000X
123757,0,
123758,0,
123759,1,207RH0000X
123760,0,
123761,0,
123762,1,103T00000X
123763,1,207RG0300X
123764,1,103T00000X
123765,0,
123766,1,103T00000X
123767,0,
123768,0,
123769,1,103T00000X
123770,1,103T00000X
123771,1,103T00000X
123772,0,
123773,1,103T00000X
123774,0,
123775,0,
123776,0,
123777,1,103T00000X
123778,1,103T00000X
123779,0,
123780,0,
123781,0,
123782,1,103T00000X
123783,1,103T00000X
123784,1,103T00000X
123785,0,
123786,1,2080A0000X
123787,1,103T00000X
123788,1,103T00000X
123789,0,
123790,0,
123791,1,2080A0000X
123792,1,2080A0000X
123793,1,103T00000X
123794,0,
123795,0,
123796,1,103T00000X
123797,1,103T00000X
123798,0,
123799,0,
123800,0,
123801,1,103T00000X
123802,1,2084P0802X
123803,0,
123804,0,
123805,0,
123806,1,103T00000X
123807,0,
123808,1,103T00000X
123809,0,
123810,0,
123811,1,103T00000X
123812,0,
123813,1,2080A0000X
123814,1,103T00000X
123815,0,
123816,1,103T00000X
123817,1,2084N0402X
123818,0,
123819,0,
123820,1,2084N0008X
123821,1,103T00000X
123822,0,
123823,1,2080A0000X
123824,1,103T00000X
123825,0,
123826,0,
123827,0,
123828,0,
123829,1,103T00000X
123830,0,
123831,0,
123832,0,
123833,1,2080A0000X
123834,1,2080A0000X
123835,1,103T00000X
123836,1,2084N0402X
123837,0,
123838,1,103T00000X
123839,1,103T00000X
123840,0,
123841,1,103T00000X
123842,0,
123843,1,103T00000X
123844,0,
123845,0,
123846,1,103T00000X
123847,1,103T00000X
123848,0,
123849,1,103T00000X
123850,1,363LA2100X
123851,1,2084N0402X
123852,1,103T00000X
123853,0,
123854,0,
123855,1,2084N0402X
123856,1,103T00000X
123857,1,103T00000X
123858,0,
123859,0,
123860,0,
123861,0,
123862,0,
123863,1,103T00000X
123864,1,103T00000X
123865,0,
123866,0,
123867,1,103T00000X
123868,1,103T00000X
123869,1,103T00000X
123870,1,103T00000X
123871,1,103T00000X
123872,0,
123873,1,103T00000X
123874,0,
123875,1,103T00000X
123876,1,2084N0402X
123877,1,103T00000X
123878,0,
123879,1,207ND0101X
123880,0,
123881,0,
123882,1,103T00000X
123883,1,103T00000X
123884,0,
123885,1,2084N0402X
123886,1,103T00000X
123887,0,
123888,0,
123889,1,103T00000X
123890,0,
123891,1,103T00000X
123892,1,2084N0402X
123893,1,103T00000X
123894,0,
123895,1,103T00000X
123896,0,
123897,1,103T00000X
123898,1,103T00000X
123899,1,103T00000X
123900,0,
123901,0,
123902,0,
123903,1,103T00000X
123904,1,2084P0802X
123905,1,103T00000X
123906,1,2084N0402X
123907,0,
123908,1,103T00000X
123909,1,103T00000X
123910,1,103T00000X
123911,1,103T00000X
123912,0,
123913,1,207RH0000X
123914,1,207ND0101X
123915,0,
123916,1,207QA0401X
123917,0,
123918,0,
123919,0,
123920,0,
123921,1,103T00000X
123922,1,207ND0101X
123923,0,
123924,1,2084N0402X
123925,0,
123926,1,103T00000X
123927,1,103T00000X
123928,1,103T00000X
123929,0,
123930,1,103T00000X
123931,0,
123932,1,2084N0402X
123933,0,
123934,1,103T00000X
123935,1,103T00000X
123936,0,
123937,1,103T00000X
123938,0,
123939,0,
