ID,IS_HCP
122542,0
122543,0
122544,1
122545,0
122546,1
122547,0
122548,1
122549,1
122550,1
122551,1
122552,0
122553,1
122554,0
122555,1
122556,1
122557,0
122558,1
122559,1
122560,0
122561,0
122562,0
122563,1
122564,0
122565,1
122566,0
122567,1
122568,0
122569,1
122570,0
122571,0
122572,1
122573,1
122574,0
122575,1
122576,0
122577,0
122578,0
122579,1
122580,0
122581,0
122582,1
122583,0
122584,0
122585,1
122586,1
122587,0
122588,1
122589,0
122590,1
122591,0
122592,1
122593,0
122594,0
122595,0
122596,1
122597,1
122598,1
122599,1
122600,1
122601,1
122602,1
122603,0
122604,0
122605,1
122606,0
122607,1
122608,1
122609,1
122610,1
122611,1
122612,1
122613,1
122614,1
122615,0
122616,0
122617,1
122618,0
122619,0
122620,1
122621,0
122622,1
122623,0
122624,1
122625,1
122626,1
122627,1
122628,0
122629,0
122630,0
122631,1
122632,0
122633,1
122634,1
122635,0
122636,0
122637,0
122638,1
122639,1
122640,0
122641,1
122642,0
122643,1
122644,1
122645,1
122646,0
122647,0
122648,1
122649,0
122650,1
122651,0
122652,1
122653,0
122654,0
122655,1
122656,0
122657,0
122658,0
122659,1
122660,1
122661,0
122662,0
122663,0
122664,0
122665,0
122666,1
122667,1
122668,0
122669,0
122670,0
122671,0
122672,0
122673,0
122674,1
122675,1
122676,0
122677,1
122678,0
122679,0
122680,0
122681,0
122682,1
122683,0
122684,0
122685,1
122686,0
122687,0
122688,0
122689,1
122690,1
122691,0
122692,1
122693,0
122694,1
122695,1
122696,0
122697,1
122698,0
122699,0
122700,0
122701,0
122702,0
122703,0
122704,0
122705,0
122706,1
122707,1
122708,0
122709,1
122710,0
122711,0
122712,1
122713,0
122714,0
122715,0
122716,0
122717,1
122718,0
122719,0
122720,0
122721,0
122722,0
122723,0
122724,1
122725,0
122726,1
122727,1
122728,0
122729,1
122730,0
122731,1
122732,0
122733,0
122734,0
122735,1
122736,0
122737,0
122738,1
122739,0
122740,1
122741,0
122742,0
122743,0
122744,1
122745,0
122746,1
122747,1
122748,0
122749,1
122750,0
122751,0
122752,0
122753,1
122754,1
122755,1
122756,0
122757,0
122758,0
122759,1
122760,1
122761,0
122762,0
122763,0
122764,0
122765,1
122766,0
122767,0
122768,0
122769,0
122770,1
122771,1
122772,1
122773,0
122774,1
122775,1
122776,1
122777,0
122778,0
122779,0
122780,0
122781,1
122782,0
122783,1
122784,0
122785,0
122786,1
122787,1
122788,0
122789,1
122790,1
122791,0
122792,1
122793,1
122794,0
122795,1
122796,0
122797,0
122798,0
122799,1
122800,1
122801,1
122802,1
122803,0
122804,0
122805,1
122806,1
122807,0
122808,1
122809,0
122810,1
122811,0
122812,0
122813,1
122814,0
122815,1
122816,1
122817,0
122818,0
122819,1
122820,0
122821,1
122822,1
122823,0
122824,0
122825,0
122826,0
122827,1
122828,0
122829,0
122830,1
122831,0
122832,0
122833,1
122834,1
122835,0
122836,0
122837,0
122838,1
122839,1
122840,1
122841,1
122842,0
122843,0
122844,0
122845,0
122846,1
122847,0
122848,0
122849,1
122850,1
122851,1
122852,1
122853,0
122854,1
122855,1
122856,0
122857,1
122858,0
122859,1
122860,0
122861,0
122862,0
122863,0
122864,0
122865,0
122866,0
122867,1
122868,0
122869,1
122870,1
122871,0
122872,1
122873,0
122874,1
122875,0
122876,1
122877,1
122878,0
122879,1
122880,1
122881,0
122882,0
122883,1
122884,0
122885,0
122886,1
122887,0
122888,1
122889,1
122890,1
122891,0
122892,0
122893,0
122894,1
122895,1
122896,1
122897,0
122898,0
122899,1
122900,1
122901,1
122902,1
122903,0
122904,1
122905,0
122906,0
122907,0
122908,0
122909,1
122910,0
122911,1
122912,0
122913,0
122914,1
122915,1
122916,1
122917,1
122918,0
122919,1
122920,1
122921,1
122922,1
122923,1
122924,0
122925,0
122926,1
122927,1
122928,0
122929,1
122930,0
122931,0
122932,1
122933,0
122934,1
122935,0
122936,1
122937,1
122938,1
122939,1
122940,1
122941,0
122942,1
122943,0
122944,0
122945,1
122946,1
122947,0
122948,1
122949,1
122950,0
122951,1
122952,1
122953,0
122954,1
122955,1
122956,1
122957,0
122958,1
122959,0
122960,0
122961,0
122962,0
122963,0
122964,1
122965,0
122966,0
122967,0
122968,0
122969,0
122970,1
122971,1
122972,0
122973,1
122974,0
122975,1
122976,1
122977,1
122978,1
122979,0
122980,0
122981,1
122982,0
122983,0
122984,1
122985,0
122986,0
122987,0
122988,1
122989,0
122990,1
122991,1
122992,1
122993,0
122994,0
122995,1
122996,1
122997,0
122998,1
122999,0
123000,1
123001,1
123002,0
123003,0
123004,0
123005,1
123006,0
123007,1
123008,1
123009,0
123010,1
123011,1
123012,1
123013,1
123014,1
123015,1
123016,1
123017,1
123018,1
123019,0
123020,0
123021,1
123022,0
123023,1
123024,1
123025,0
123026,0
123027,1
123028,0
123029,0
123030,1
123031,1
123032,1
123033,0
123034,1
123035,0
123036,0
123037,1
123038,0
123039,1
123040,0
123041,0
123042,0
123043,1
123044,0
123045,0
123046,0
123047,1
123048,0
123049,1
123050,0
123051,1
123052,0
123053,1
123054,1
123055,1
123056,1
123057,0
123058,1
123059,0
123060,1
123061,0
123062,0
123063,0
123064,0
123065,0
123066,0
123067,0
123068,1
123069,1
123070,0
123071,0
123072,1
123073,1
123074,1
123075,0
123076,1
123077,1
123078,0
123079,0
123080,1
123081,0
123082,1
123083,1
123084,0
123085,1
123086,0
123087,0
123088,1
123089,1
123090,1
123091,1
123092,0
123093,0
123094,0
123095,1
123096,0
123097,0
123098,0
123099,0
123100,0
123101,0
123102,1
123103,0
123104,1
123105,0
123106,1
123107,1
123108,1
123109,0
123110,1
123111,0
123112,1
123113,1
123114,0
123115,0
123116,0
123117,1
123118,1
123119,1
123120,0
123121,1
123122,0
123123,1
123124,1
123125,1
123126,1
123127,0
123128,0
123129,1
123130,1
123131,1
123132,0
123133,0
123134,0
123135,1
123136,1
123137,1
123138,0
123139,1
123140,1
123141,0
123142,0
123143,1
123144,1
123145,1
123146,1
123147,0
123148,1
123149,0
123150,0
123151,0
123152,0
123153,1
123154,0
123155,1
123156,1
123157,0
123158,0
123159,0
123160,0
123161,0
123162,0
123163,1
123164,0
123165,1
123166,1
123167,0
123168,1
123169,0
123170,0
123171,1
123172,1
123173,0
123174,0
123175,1
123176,0
123177,1
123178,1
123179,0
123180,0
123181,1
123182,0
123183,1
123184,0
123185,0
123186,0
123187,0
123188,0
123189,0
123190,1
123191,0
123192,1
123193,0
123194,0
123195,0
123196,1
123197,0
123198,1
123199,1
123200,0
123201,0
123202,1
123203,1
123204,1
123205,1
123206,1
123207,0
123208,1
123209,1
123210,0
123211,0
123212,1
123213,0
123214,0
123215,1
123216,1
123217,0
123218,0
123219,1
123220,1
123221,0
123222,0
123223,0
123224,1
123225,1
123226,1
123227,0
123228,1
123229,1
123230,1
123231,0
123232,0
123233,0
123234,1
123235,0
123236,1
123237,0
123238,1
123239,0
123240,1
123241,1
123242,0
123243,1
123244,0
123245,1
123246,0
123247,1
123248,0
123249,1
123250,1
123251,0
123252,0
123253,1
123254,0
123255,0
123256,1
123257,1
123258,0
123259,0
123260,1
123261,0
123262,1
123263,0
123264,0
123265,0
123266,1
123267,0
123268,1
123269,1
123270,0
123271,1
123272,0
123273,0
123274,1
123275,0
123276,1
123277,1
123278,1
123279,0
123280,1
123281,0
123282,1
123283,1
123284,1
123285,1
123286,1
123287,1
123288,1
123289,1
123290,1
123291,1
123292,0
123293,1
123294,0
123295,1
123296,1
123297,0
123298,0
123299,1
123300,0
123301,0
123302,1
123303,1
123304,0
123305,1
123306,1
123307,1
123308,1
123309,1
123310,1
123311,0
123312,1
123313,0
123314,0
123315,1
123316,0
123317,0
123318,1
123319,0
123320,1
123321,1
123322,0
123323,1
123324,0
123325,1
123326,1
123327,0
123328,0
123329,1
123330,0
123331,0
123332,1
123333,1
123334,1
123335,0
123336,0
123337,0
123338,0
123339,0
123340,0
123341,1
123342,1
123343,0
123344,1
123345,1
123346,1
123347,0
123348,1
123349,1
123350,0
123351,1
123352,0
123353,0
123354,0
123355,1
123356,1
123357,0
123358,0
123359,0
123360,0
123361,0
123362,1
123363,1
123364,0
123365,1
123366,1
123367,1
123368,1
123369,1
123370,0
123371,0
123372,1
123373,1
123374,0
123375,0
123376,1
123377,1
123378,0
123379,0
123380,0
123381,0
123382,0
123383,0
123384,1
123385,1
123386,0
123387,0
123388,0
123389,1
123390,0
123391,0
123392,0
123393,0
123394,0
123395,1
123396,0
123397,0
123398,1
123399,0
123400,1
123401,0
123402,1
123403,1
123404,0
123405,1
123406,0
123407,1
123408,1
123409,1
123410,1
123411,1
123412,1
123413,1
123414,1
123415,1
123416,0
123417,1
123418,1
123419,0
123420,0
123421,1
123422,0
123423,1
123424,0
123425,0
123426,1
123427,0
123428,1
123429,0
123430,1
123431,0
123432,0
123433,1
123434,0
123435,0
123436,1
123437,1
123438,0
123439,1
123440,0
123441,1
123442,0
123443,1
123444,1
123445,0
123446,1
123447,1
123448,0
123449,0
123450,0
123451,0
123452,1
123453,0
123454,1
123455,1
123456,1
123457,0
123458,1
123459,0
123460,1
123461,1
123462,1
123463,0
123464,1
123465,1
123466,0
123467,0
123468,0
123469,1
123470,0
123471,0
123472,0
123473,1
123474,1
123475,0
123476,0
123477,0
123478,0
123479,1
123480,0
123481,0
123482,0
123483,1
123484,0
123485,1
123486,1
123487,1
123488,1
123489,0
123490,1
123491,1
123492,1
123493,0
123494,0
123495,1
123496,0
123497,1
123498,0
123499,1
123500,1
123501,1
123502,0
123503,0
123504,1
123505,0
123506,0
123507,0
123508,0
123509,1
123510,1
123511,0
123512,0
123513,0
123514,0
123515,1
123516,0
123517,1
123518,0
123519,0
123520,0
123521,0
123522,0
123523,0
123524,1
123525,0
123526,0
123527,1
123528,0
123529,1
123530,1
123531,0
123532,1
123533,0
123534,1
123535,1
123536,0
123537,1
123538,1
123539,0
123540,1
123541,1
123542,1
123543,1
123544,0
123545,0
123546,0
123547,0
123548,0
123549,0
123550,0
123551,0
123552,0
123553,0
123554,0
123555,0
123556,1
123557,0
123558,1
123559,0
123560,0
123561,1
123562,0
123563,0
123564,0
123565,0
123566,1
123567,0
123568,0
123569,0
123570,0
123571,0
123572,0
123573,1
123574,1
123575,1
123576,1
123577,1
123578,0
123579,0
123580,0
123581,0
123582,0
123583,1
123584,0
123585,1
123586,0
123587,0
123588,1
123589,0
123590,0
123591,0
123592,1
123593,0
123594,0
123595,1
123596,0
123597,1
123598,0
123599,0
123600,0
123601,0
123602,0
123603,1
123604,0
123605,0
123606,1
123607,1
123608,1
123609,1
123610,0
123611,1
123612,0
123613,1
123614,0
123615,1
123616,1
123617,0
123618,1
123619,0
123620,0
123621,1
123622,0
123623,1
123624,0
123625,1
123626,1
123627,1
123628,0
123629,0
123630,0
123631,0
123632,0
123633,0
123634,1
123635,0
123636,0
123637,0
123638,1
123639,0
123640,1
123641,1
123642,0
123643,1
123644,1
123645,1
123646,1
123647,0
123648,1
123649,0
123650,1
123651,0
123652,0
123653,1
123654,0
123655,0
123656,1
123657,0
123658,1
123659,0
123660,1
123661,0
123662,0
123663,0
123664,0
123665,1
123666,0
123667,0
123668,0
123669,0
123670,0
123671,1
123672,0
123673,1
123674,1
123675,0
123676,0
123677,1
123678,0
123679,1
123680,0
123681,0
123682,1
123683,0
123684,0
123685,1
123686,0
123687,0
123688,0
123689,0
123690,1
123691,0
123692,1
123693,0
123694,1
123695,1
123696,1
123697,0
123698,0
123699,0
123700,1
123701,0
123702,1
123703,1
123704,1
123705,0
123706,0
123707,0
123708,0
123709,1
123710,0
123711,1
123712,0
123713,1
123714,1
123715,0
123716,1
123717,1
123718,0
123719,1
123720,1
123721,1
123722,1
123723,1
123724,1
123725,0
123726,0
123727,0
123728,1
123729,0
123730,0
123731,0
123732,1
123733,1
123734,0
123735,0
123736,1
123737,1
123738,0
123739,0
123740,0
123741,0
123742,0
123743,1
123744,1
123745,1
123746,0
123747,1
123748,1
123749,0
123750,1
123751,1
123752,0
123753,0
123754,0
123755,0
123756,1
123757,0
123758,0
123759,1
123760,0
123761,0
123762,1
123763,1
123764,1
123765,0
123766,1
123767,0
123768,0
123769,1
123770,1
123771,1
123772,0
123773,1
123774,0
123775,0
123776,0
123777,1
123778,1
123779,0
123780,0
123781,0
123782,1
123783,1
123784,1
123785,0
123786,1
123787,1
123788,1
123789,0
123790,0
123791,1
123792,1
123793,1
123794,0
123795,0
123796,1
123797,1
123798,0
123799,0
123800,0
123801,1
123802,1
123803,0
123804,0
123805,0
123806,1
123807,0
123808,1
123809,0
123810,0
123811,1
123812,0
123813,1
123814,1
123815,0
123816,1
123817,1
123818,0
123819,0
123820,1
123821,1
123822,0
123823,1
123824,1
123825,0
123826,0
123827,0
123828,0
123829,1
123830,0
123831,0
123832,0
123833,1
123834,1
123835,1
123836,1
123837,0
123838,1
123839,1
123840,0
123841,1
123842,0
123843,1
123844,0
123845,0
123846,1
123847,1
123848,0
123849,1
123850,1
123851,1
123852,1
123853,0
123854,0
123855,1
123856,1
123857,1
123858,0
123859,0
123860,0
123861,0
123862,0
123863,1
123864,1
123865,0
123866,0
123867,1
123868,1
123869,1
123870,1
123871,1
123872,0
123873,1
123874,0
123875,1
123876,1
123877,1
123878,0
123879,1
123880,0
123881,0
123882,1
123883,1
123884,0
123885,1
123886,1
123887,0
123888,0
123889,1
123890,0
123891,1
123892,1
123893,1
123894,0
123895,1
123896,0
123897,1
123898,1
123899,1
123900,0
123901,0
123902,0
123903,1
123904,1
123905,1
123906,1
123907,0
123908,1
123909,1
123910,1
123911,1
123912,0
123913,1
123914,1
123915,0
123916,1
123917,0
123918,0
123919,0
123920,0
123921,1
123922,1
123923,0
123924,1
123925,0
123926,1
123927,1
123928,1
123929,0
123930,1
123931,0
123932,1
123933,0
123934,1
123935,1
123936,0
123937,1
123938,0
123939,0
123940,1
123941,0
123942,1
123943,0
123944,1
123945,1
123946,1
123947,0
123948,0
123949,1
123950,0
123951,1
123952,0
123953,1
123954,0
123955,1
123956,0
123957,1
123958,0
123959,1
123960,0
123961,0
123962,1
123963,1
123964,0
123965,0
123966,0
123967,1
123968,0
123969,0
123970,0
123971,1
123972,0
123973,0
123974,0
123975,1
123976,1
123977,0
123978,0
123979,1
123980,1
123981,0
123982,1
123983,0
123984,1
123985,0
123986,1
123987,1
123988,0
123989,0
123990,0
123991,0
123992,1
123993,0
123994,1
123995,0
123996,0
123997,0
123998,1
123999,1
124000,1
124001,1
124002,0
124003,0
124004,0
124005,1
124006,0
124007,1
124008,0
124009,0
124010,0
124011,0
124012,1
124013,1
124014,0
124015,1
124016,0
124017,0
124018,0
124019,1
124020,0
124021,1
124022,0
124023,0
124024,1
124025,1
124026,1
124027,0
124028,1
124029,1
124030,0
124031,1
124032,0
124033,0
124034,0
124035,1
124036,1
124037,0
124038,1
124039,0
124040,1
124041,0
124042,0
124043,1
124044,1
124045,0
124046,1
124047,0
124048,1
124049,1
124050,1
124051,0
124052,1
124053,1
124054,1
124055,0
124056,1
124057,0
124058,0
124059,0
124060,0
124061,1
124062,0
124063,0
124064,1
124065,0
124066,1
124067,1
124068,1
124069,0
124070,0
124071,0
124072,1
124073,1
124074,0
124075,0
124076,0
124077,0
124078,1
124079,1
124080,0
124081,1
124082,1
124083,0
124084,1
124085,1
124086,1
124087,0
124088,0
124089,0
124090,0
124091,1
124092,1
124093,1
124094,0
124095,1
124096,1
124097,0
124098,1
124099,1
124100,0
124101,0
124102,1
124103,1
124104,1
124105,1
124106,0
124107,0
124108,0
124109,1
124110,0
124111,0
124112,0
124113,0
124114,1
124115,1
124116,0
124117,0
124118,0
124119,0
124120,0
124121,1
124122,0
124123,1
124124,1
124125,1
124126,0
124127,0
124128,0
124129,1
124130,1
124131,0
124132,0
124133,0
124134,0
124135,0
124136,1
124137,1
124138,0
124139,0
124140,1
124141,0
124142,1
124143,1
124144,0
124145,1
124146,0
124147,1
124148,0
124149,1
124150,0
124151,1
124152,0
124153,0
124154,0
124155,0
124156,1
124157,1
124158,0
124159,1
124160,1
124161,0
124162,0
124163,0
124164,0
124165,1
124166,1
124167,0
124168,1
124169,0
124170,0
124171,1
124172,1
124173,1
124174,0
124175,0
124176,1
124177,0
124178,1
124179,1
124180,1
124181,0
124182,0
124183,0
124184,0
124185,0
124186,1
124187,0
124188,1
124189,1
124190,1
124191,0
124192,1
124193,1
124194,1
124195,1
124196,1
124197,1
124198,0
124199,0
124200,0
124201,1
124202,1
124203,1
124204,0
124205,1
124206,1
124207,0
124208,0
124209,0
124210,1
124211,1
124212,1
124213,1
124214,0
124215,1
124216,1
124217,0
124218,1
124219,1
124220,1
124221,1
124222,1
124223,1
124224,0
124225,1
124226,0
124227,1
124228,1
124229,1
124230,0
124231,1
124232,0
124233,0
124234,0
124235,1
124236,1
124237,1
124238,1
124239,1
124240,0
124241,1
124242,0
124243,0
124244,1
124245,0
124246,1
124247,1
124248,1
124249,0
124250,0
124251,0
124252,0
124253,0
124254,0
124255,1
124256,0
124257,0
124258,1
124259,0
124260,0
124261,0
124262,0
124263,1
124264,0
124265,0
124266,0
124267,0
124268,1
124269,1
124270,1
124271,1
124272,0
124273,1
124274,0
124275,1
124276,0
124277,0
124278,0
124279,0
124280,1
124281,0
124282,1
124283,0
124284,1
124285,0
124286,0
124287,1
124288,0
124289,1
124290,0
124291,0
124292,0
124293,1
124294,0
124295,0
124296,1
124297,1
124298,1
124299,0
124300,0
124301,0
124302,1
124303,1
124304,0
124305,0
124306,1
124307,0
124308,1
124309,1
124310,0
124311,1
124312,0
124313,0
124314,0
124315,1
124316,1
124317,0
124318,0
124319,1
124320,1
124321,1
124322,1
124323,1
124324,1
124325,0
124326,1
124327,0
124328,1
124329,0
124330,0
124331,0
124332,0
124333,0
124334,0
124335,1
124336,0
124337,0
124338,0
124339,0
124340,1
124341,0
124342,0
124343,1
124344,0
124345,0
124346,1
124347,1
124348,1
124349,1
124350,1
124351,0
124352,1
124353,1
124354,1
124355,1
124356,1
124357,1
124358,0
124359,1
124360,1
124361,0
124362,0
124363,1
124364,1
124365,1
124366,1
124367,1
124368,1
124369,0
124370,0
124371,1
124372,0
124373,1
124374,1
124375,0
124376,0
124377,0
124378,0
124379,1
124380,1
124381,0
124382,1
124383,0
124384,1
124385,0
124386,1
124387,0
124388,0
124389,1
124390,0
124391,1
124392,0
124393,0
124394,0
124395,1
124396,1
124397,1
124398,1
124399,1
124400,0
124401,1
124402,1
124403,1
124404,1
124405,1
124406,0
124407,1
124408,0
124409,0
124410,0
124411,1
124412,0
124413,0
124414,0
124415,0
124416,0
124417,0
124418,1
124419,1
124420,0
124421,1
124422,1
124423,1
124424,1
124425,1
124426,0
124427,0
124428,0
124429,1
124430,1
124431,1
124432,1
124433,0
124434,1
124435,0
124436,0
124437,0
124438,1
124439,1
124440,0
124441,1
124442,0
124443,0
124444,1
124445,1
124446,0
124447,0
124448,0
124449,1
124450,0
124451,0
124452,0
124453,1
124454,1
124455,0
124456,1
124457,0
124458,0
124459,1
124460,1
124461,1
124462,1
124463,0
124464,0
124465,1
124466,0
124467,0
124468,0
124469,0
124470,0
124471,1
124472,1
124473,0
124474,1
124475,0
124476,1
124477,1
124478,0
124479,1
124480,0
124481,0
124482,1
124483,0
124484,1
124485,0
124486,0
124487,0
124488,1
124489,0
124490,1
124491,0
124492,0
124493,0
124494,1
124495,0
124496,0
124497,1
124498,0
124499,0
124500,0
124501,0
124502,1
124503,0
124504,1
124505,1
124506,1
124507,0
124508,1
124509,1
124510,1
124511,1
124512,0
124513,0
124514,0
124515,1
124516,1
124517,1
124518,1
124519,1
124520,0
124521,1
124522,0
124523,0
124524,0
124525,1
124526,1
124527,0
124528,1
124529,1
124530,0
124531,1
124532,0
124533,1
124534,0
124535,1
124536,0
124537,0
124538,1
124539,0
124540,0
124541,1
124542,1
124543,0
124544,1
124545,1
124546,1
124547,0
124548,1
124549,0
124550,1
124551,1
124552,0
124553,1
124554,1
124555,0
124556,0
124557,0
124558,1
124559,1
124560,0
124561,1
124562,1
124563,0
124564,0
124565,0
124566,0
124567,1
124568,1
124569,1
124570,0
124571,1
124572,0
124573,0
124574,1
124575,0
124576,0
124577,1
124578,1
124579,1
124580,0
124581,1
124582,0
124583,0
124584,0
124585,0
124586,1
124587,1
124588,1
124589,0
124590,1
124591,0
124592,1
124593,1
124594,0
124595,0
124596,1
124597,0
124598,0
124599,1
124600,0
124601,0
124602,1
124603,1
124604,0
124605,0
124606,0
124607,1
124608,1
124609,0
124610,1
124611,1
124612,0
124613,1
124614,1
124615,0
124616,0
124617,0
124618,0
124619,0
124620,1
124621,0
124622,0
124623,1
124624,0
124625,0
124626,1
124627,1
124628,0
124629,0
124630,1
124631,1
124632,0
124633,1
124634,0
124635,1
124636,1
124637,1
124638,1
124639,0
124640,0
124641,1
124642,0
124643,1
124644,1
124645,1
124646,0
124647,0
124648,1
124649,0
124650,1
124651,1
124652,1
124653,0
124654,0
124655,0
124656,0
124657,0
124658,0
124659,1
124660,1
124661,0
124662,0
124663,1
124664,0
124665,0
124666,0
124667,1
124668,0
124669,0
124670,1
124671,1
124672,1
124673,1
124674,0
124675,0
124676,0
124677,1
124678,0
124679,1
124680,0
124681,1
124682,1
124683,0
124684,0
124685,0
124686,0
124687,0
124688,1
124689,0
124690,1
124691,1
124692,0
124693,1
124694,1
124695,1
124696,1
124697,1
124698,1
124699,1
124700,0
124701,0
124702,0
124703,1
124704,0
124705,0
124706,1
124707,0
124708,1
124709,0
124710,1
124711,1
124712,0
124713,0
124714,0
124715,0
124716,0
124717,0
124718,0
124719,1
124720,1
124721,0
124722,0
124723,1
124724,1
124725,0
124726,1
124727,0
124728,0
124729,1
124730,1
124731,1
124732,1
124733,0
124734,1
124735,1
124736,1
124737,0
124738,1
124739,1
124740,1
124741,1
124742,1
124743,1
124744,1
124745,1
124746,0
124747,0
124748,1
124749,0
124750,1
124751,0
124752,0
124753,1
124754,1
124755,0
124756,0
124757,0
124758,1
124759,0
124760,1
124761,0
124762,0
124763,0
124764,0
124765,1
124766,1
124767,0
124768,0
124769,0
124770,1
124771,0
124772,1
124773,1
124774,0
124775,1
124776,0
124777,1
124778,0
124779,1
124780,0
124781,1
124782,1
124783,0
124784,0
124785,0
124786,0
124787,1
124788,0
124789,0
124790,0
124791,0
124792,0
124793,0
124794,1
124795,0
124796,1
124797,1
124798,0
124799,0
124800,0
124801,1
124802,0
124803,0
124804,0
124805,0
124806,1
124807,1
124808,0
124809,0
124810,0
124811,1
124812,1
124813,0
124814,0
124815,0
124816,0
124817,1
124818,1
124819,0
124820,1
124821,1
124822,0
124823,0
124824,0
124825,0
124826,0
124827,0
124828,0
124829,1
124830,1
124831,1
124832,0
124833,0
124834,0
124835,0
124836,1
124837,1
124838,1
124839,0
124840,1
124841,0
124842,1
124843,0
124844,1
124845,1
124846,1
124847,0
124848,0
124849,0
124850,0
124851,0
124852,1
124853,1
124854,1
124855,0
124856,0
124857,1
124858,0
124859,0
124860,0
124861,0
124862,1
124863,0
124864,1
124865,0
124866,0
124867,0
124868,1
124869,1
124870,1
124871,1
124872,1
124873,0
124874,0
124875,0
124876,0
124877,0
124878,1
124879,1
124880,1
124881,0
124882,1
124883,1
124884,0
124885,1
124886,0
124887,1
124888,0
124889,0
124890,1
124891,0
124892,1
124893,0
124894,1
124895,1
124896,0
124897,1
124898,0
124899,1
124900,1
124901,0
124902,0
124903,1
124904,0
124905,0
124906,0
124907,1
124908,0
124909,1
124910,1
124911,0
124912,1
124913,1
124914,0
124915,0
124916,0
124917,0
124918,0
124919,1
124920,1
124921,0
124922,1
124923,0
124924,0
124925,1
124926,0
124927,1
124928,1
124929,0
124930,1
124931,1
124932,1
124933,1
124934,0
124935,1
124936,1
124937,1
124938,1
124939,0
124940,0
124941,0
124942,1
124943,0
124944,0
124945,1
124946,0
124947,1
124948,0
124949,1
124950,0
124951,1
124952,0
124953,1
124954,1
124955,1
124956,1
124957,0
124958,1
124959,0
124960,0
124961,1
124962,1
124963,1
124964,0
124965,0
124966,0
124967,0
124968,0
124969,1
124970,1
124971,1
124972,0
124973,0
124974,0
124975,1
124976,0
124977,0
124978,0
124979,1
124980,1
124981,0
124982,1
124983,0
124984,1
124985,1
124986,1
124987,1
124988,1
124989,1
124990,1
124991,1
124992,1
124993,1
124994,1
124995,1
124996,0
124997,1
124998,0
124999,1
125000,0
125001,0
125002,1
125003,0
125004,0
125005,0
125006,1
125007,0
125008,1
125009,1
125010,1
125011,1
125012,0
125013,0
125014,0
125015,1
125016,1
125017,0
125018,0
125019,0
125020,1
125021,1
125022,1
125023,0
125024,1
125025,1
125026,1
125027,0
125028,1
125029,0
125030,1
125031,0
125032,0
125033,0
125034,0
125035,1
125036,1
125037,1
125038,0
125039,0
125040,1
125041,0
125042,1
125043,1
125044,1
125045,1
125046,1
125047,1
125048,1
125049,1
125050,1
125051,0
125052,0
125053,1
125054,0
125055,1
125056,1
125057,1
125058,0
125059,1
125060,0
125061,1
125062,0
125063,1
125064,0
125065,1
125066,0
125067,0
125068,0
125069,0
125070,0
125071,0
125072,0
125073,1
125074,1
125075,1
125076,1
125077,1
125078,0
125079,0
125080,0
125081,0
125082,1
125083,1
125084,1
125085,1
125086,1
125087,0
125088,0
125089,1
125090,1
125091,0
125092,0
125093,0
125094,0
125095,1
125096,0
125097,0
125098,1
125099,0
125100,0
125101,1
125102,1
125103,1
125104,1
125105,0
125106,1
125107,1
125108,1
125109,0
125110,1
125111,0
125112,0
125113,1
125114,1
125115,1
125116,0
125117,0
125118,1
125119,1
125120,0
125121,1
125122,0
125123,0
125124,1
125125,1
125126,0
125127,0
125128,1
125129,1
125130,1
125131,0
125132,0
125133,1
125134,0
125135,1
125136,0
125137,0
125138,1
125139,1
125140,0
125141,1
125142,0
125143,0
125144,1
125145,1
125146,1
125147,1
125148,1
125149,1
125150,1
125151,1
125152,1
125153,0
125154,1
125155,1
125156,0
125157,0
125158,1
125159,1
125160,1
125161,0
125162,0
125163,0
125164,0
125165,0
125166,1
125167,1
125168,1
125169,0
125170,1
125171,1
125172,0
125173,1
125174,0
125175,1
125176,0
125177,0
125178,0
125179,1
125180,0
125181,1
125182,1
125183,1
125184,0
125185,1
125186,1
125187,0
125188,1
125189,1
125190,1
125191,0
125192,0
125193,0
125194,0
125195,1
125196,1
125197,0
125198,1
125199,1
125200,0
125201,0
125202,1
125203,0
125204,0
125205,1
125206,0
125207,1
125208,0
125209,0
125210,0
125211,1
125212,1
125213,0
125214,0
125215,0
125216,1
125217,0
125218,0
125219,0
125220,0
125221,0
125222,0
125223,1
125224,0
125225,0
125226,1
125227,1
125228,0
125229,0
125230,1
125231,0
125232,0
125233,1
125234,0
125235,0
125236,1
125237,1
125238,1
125239,1
125240,1
125241,1
125242,0
125243,0
125244,1
125245,1
125246,0
125247,1
125248,1
125249,0
125250,1
125251,1
125252,1
125253,0
125254,1
125255,0
125256,1
125257,1
125258,1
125259,1
125260,1
125261,1
125262,1
125263,1
125264,0
125265,1
125266,0
125267,0
125268,1
125269,1
125270,0
125271,0
125272,0
125273,1
125274,1
125275,0
125276,1
125277,1
125278,0
125279,1
125280,1
125281,0
125282,0
125283,0
125284,0
125285,1
125286,0
125287,0
125288,0
125289,1
125290,1
125291,0
125292,0
125293,0
125294,0
125295,1
125296,0
125297,1
125298,0
125299,0
125300,1
125301,1
125302,1
125303,1
125304,1
125305,0
125306,0
125307,0
125308,1
125309,1
125310,0
125311,0
125312,1
125313,1
125314,0
125315,1
125316,0
125317,0
125318,0
125319,0
125320,0
125321,0
125322,0
125323,0
125324,0
125325,0
125326,0
125327,0
125328,1
125329,0
125330,0
125331,1
125332,1
125333,1
125334,0
125335,0
125336,1
125337,1
125338,1
125339,0
